name,confirmed,recovered,death,added_date
赣州,76,18,1,20200218
抚州,72,22,-,20200218
萍乡,33,5,-,20200218
吉安,21,10,-,20200218
鹰潭,18,3,-,20200218
景德镇,6,3,-,20200218
赣江新区,1,-,-,20200218
南京,92,32,-,20200218
苏州,86,31,-,20200218
徐州,79,42,-,20200218
淮安,65,28,-,20200218
无锡,55,19,-,20200218
常州,49,20,-,20200218
连云港,48,13,-,20200218
南通,40,17,-,20200218
泰州,37,20,-,20200218
盐城,27,14,-,20200218
扬州,23,9,-,20200218
宿迁,13,7,-,20200218
镇江,12,5,-,20200218
万州区,108,36,3,20200218
江北区,28,5,-,20200218
云阳县,25,16,-,20200218
綦江区,23,7,-,20200218
合川区,23,7,-,20200218
长寿区,21,9,-,20200218
奉节县,20,6,-,20200218
开州区,20,13,1,20200218
忠县,20,11,-,20200218
九龙坡区,20,10,1,20200218
垫江县,20,6,-,20200218
渝中区,20,12,-,20200218
潼南区,18,2,-,20200218
两江新区,17,7,-,20200218
渝北区,16,7,-,20200218
南岸区,15,3,-,20200218
大足区,14,5,-,20200218
石柱县,14,7,-,20200218
巫溪县,13,9,-,20200218
丰都县,10,3,-,20200218
巫山县,10,5,-,20200218
璧山区,9,6,-,20200218
铜梁区,9,3,-,20200218
荣昌区,9,4,-,20200218
沙坪坝区,8,1,-,20200218
大渡口区,7,5,-,20200218
巴南区,6,2,-,20200218
永川区,5,2,-,20200218
梁平区,4,4,-,20200218
江津区,4,3,-,20200218
高新区,4,1,-,20200218
涪陵区,3,2,-,20200218
城口县,2,2,-,20200218
黔江区,2,2,-,20200218
彭水县,2,-,-,20200218
武隆县,1,1,-,20200218
秀山县,1,1,-,20200218
酉阳县,1,-,-,20200218
万盛经开区,1,-,-,20200218
青岛,57,26,1,20200218
济宁,52,20,-,20200218
济南,47,13,-,20200218
临沂,47,35,-,20200218
烟台,47,13,-,20200218
潍坊,44,10,-,20200218
威海,38,9,-,20200218
聊城,38,12,-,20200218
德州,37,9,1,20200218
泰安,32,6,-,20200218
淄博,29,5,-,20200218
枣庄,24,7,-,20200218
菏泽,18,13,-,20200218
日照,16,3,-,20200218
滨州,15,10,-,20200218
成都,140,53,3,20200218
甘孜州,57,6,-,20200218
达州,38,6,-,20200218
南充,35,12,-,20200218
广安,30,13,-,20200218
巴中,24,3,-,20200218
内江,22,6,-,20200218
绵阳,22,9,-,20200218
泸州,19,3,-,20200218
遂宁,17,5,-,20200218
德阳,17,1,-,20200218
凉山州,13,5,-,20200218
攀枝花,13,10,-,20200218
宜宾,11,6,-,20200218
自贡,9,2,-,20200218
眉山,8,2,-,20200218
雅安,7,2,-,20200218
广元,6,3,-,20200218
乐山,3,2,-,20200218
资阳,3,2,-,20200218
阿坝州,1,1,-,20200218
哈尔滨,190,32,3,20200218
双鸭山,52,4,2,20200218
鸡西,46,2,-,20200218
绥化,46,14,4,20200218
齐齐哈尔,43,10,1,20200218
大庆,20,4,1,20200218
七台河,17,4,-,20200218
佳木斯,15,11,-,20200218
黑河,14,-,-,20200218
牡丹江,13,1,-,20200218
鹤岗,5,2,-,20200218
大兴安岭地区,2,1,-,20200218
伊春,1,-,-,20200218
海淀区,60,-,-,20200218
朝阳区,58,-,-,20200218
西城区,46,-,-,20200218
大兴区,39,16,-,20200218
丰台区,39,-,-,20200218
昌平区,25,-,-,20200218
通州区,18,1,-,20200218
房山区,16,-,-,20200218
石景山区,14,1,-,20200218
东城区,12,1,-,20200218
顺义区,10,-,-,20200218
怀柔区,7,-,-,20200218
密云区,7,-,-,20200218
门头沟区,3,-,-,20200218
延庆区,1,-,-,20200218
外地来京人员,26,2,-,20200218
待确认,-,102,4,20200218
浦东新区,60,33,-,20200218
宝山区,21,7,-,20200218
闵行区,18,11,-,20200218
徐汇区,18,6,-,20200218
静安区,16,9,-,20200218
松江区,14,5,-,20200218
长宁区,13,8,-,20200218
普陀区,11,4,-,20200218
嘉定区,9,2,-,20200218
杨浦区,9,3,-,20200218
奉贤区,9,1,-,20200218
虹口区,7,4,-,20200218
黄浦区,6,2,-,20200218
青浦区,5,5,-,20200218
崇明区,4,-,-,20200218
金山区,3,2,-,20200218
外地来沪人员,110,59,-,20200218
待确认,-,-,1,20200218
唐山,51,10,1,20200218
沧州,48,18,2,20200218
张家口,34,9,-,20200218
保定,32,26,-,20200218
邯郸,31,10,-,20200218
廊坊,30,16,-,20200218
石家庄,28,11,-,20200218
邢台,23,10,1,20200218
秦皇岛,10,3,-,20200218
衡水,8,6,-,20200218
承德,7,4,-,20200218
福州,69,26,-,20200218
莆田,55,17,-,20200218
泉州,46,13,-,20200218
厦门,35,9,-,20200218
宁德,25,6,-,20200218
南平,20,7,-,20200218
漳州,20,8,-,20200218
三明,14,3,-,20200218
龙岩,6,1,-,20200218
待确认,-,7,-,20200218
南宁,54,14,-,20200218
北海,44,9,1,20200218
桂林,31,10,-,20200218
柳州,24,8,-,20200218
河池,22,-,1,20200218
防城港,18,1,-,20200218
来宾,11,-,-,20200218
玉林,10,1,-,20200218
钦州,8,1,-,20200218
贵港,8,2,-,20200218
梧州,5,5,-,20200218
贺州,4,-,-,20200218
百色,3,-,-,20200218
待确认,-,7,-,20200218
西安,117,32,-,20200218
安康,25,7,-,20200218
汉中,25,1,-,20200218
咸阳,17,6,-,20200218
渭南,15,2,-,20200218
宝鸡,13,9,-,20200218
延安,8,6,-,20200218
铜川,8,4,-,20200218
商洛,7,1,-,20200218
榆林,3,1,-,20200218
韩城,1,1,-,20200218
杨凌示范区,1,-,-,20200218
待确认,-,7,-,20200218
昆明,51,11,-,20200218
昭通,25,2,-,20200218
西双版纳傣族自治州,15,3,-,20200218
玉溪,14,3,-,20200218
大理州,13,6,-,20200218
曲靖,13,5,-,20200218
保山,9,2,-,20200218
红河州,8,3,-,20200218
丽江,7,5,-,20200218
德宏州,5,2,-,20200218
普洱,4,1,-,20200218
楚雄州,4,1,-,20200218
文山,2,-,-,20200218
临沧,1,1,-,20200218
三亚,54,15,1,20200218
海口,34,16,-,20200218
儋州,15,8,-,20200218
万宁,13,4,-,20200218
澄迈,9,1,1,20200218
昌江黎族自治县,7,1,-,20200218
琼海,6,3,1,20200218
临高,6,4,-,20200218
陵水黎族自治县,4,-,-,20200218
东方,3,2,-,20200218
定安,3,2,1,20200218
文昌,3,1,-,20200218
保亭黎族苗族自治县,3,1,-,20200218
乐东黎族自治县,2,-,-,20200218
琼中黎族苗族自治县,1,1,-,20200218
待确认,-,-,-,20200218
贵阳,36,11,-,20200218
遵义,32,10,-,20200218
毕节地区,23,9,-,20200218
黔南州,17,6,-,20200218
六盘水,10,3,1,20200218
黔东南州,10,4,-,20200218
铜仁地区,10,9,-,20200218
黔西南州,4,4,-,20200218
安顺,4,1,-,20200218
晋中,36,15,-,20200218
运城,19,13,-,20200218
太原,19,6,-,20200218
大同,12,5,-,20200218
晋城,9,2,-,20200218
朔州,8,2,-,20200218
长治,8,1,-,20200218
忻州,7,1,-,20200218
吕梁,6,6,-,20200218
阳泉,4,1,-,20200218
临汾,2,1,-,20200218
宝坻区,50,12,1,20200218
河东区,15,7,-,20200218
河北区,12,7,-,20200218
和平区,6,4,-,20200218
南开区,6,1,-,20200218
北辰区,6,1,-,20200218
西青区,4,3,-,20200218
河西区,4,2,-,20200218
宁河区,4,-,-,20200218
东丽区,4,1,-,20200218
滨海新区,3,1,-,20200218
红桥区,2,2,-,20200218
武清区,2,1,-,20200218
津南区,1,1,-,20200218
外地来津人员,6,3,-,20200218
待确认,-,-,2,20200218
沈阳,28,17,-,20200218
大连,19,5,-,20200218
葫芦岛,12,-,1,20200218
锦州,12,6,-,20200218
盘锦,11,-,-,20200218
阜新,8,-,-,20200218
铁岭,7,1,-,20200218
丹东,7,4,-,20200218
朝阳,6,2,-,20200218
鞍山,4,-,-,20200218
辽阳,3,2,-,20200218
本溪,3,1,-,20200218
营口,1,1,-,20200218
待确认,-,2,-,20200218
兰州,36,17,2,20200218
天水,12,11,-,20200218
平凉,9,1,-,20200218
定西,9,8,-,20200218
甘南州,8,4,-,20200218
陇南,4,3,-,20200218
白银,4,1,-,20200218
临夏州,3,3,-,20200218
庆阳,3,2,-,20200218
张掖,2,2,-,20200218
金昌,1,1,-,20200218
待确认,-,5,-,20200218
长春,45,19,-,20200218
四平,14,4,1,20200218
辽源,7,1,-,20200218
公主岭,6,2,-,20200218
延边,5,2,-,20200218
吉林市,5,3,-,20200218
通化,3,1,-,20200218
松原,2,1,-,20200218
白城,1,-,-,20200218
梅河口,1,1,-,20200218
乌鲁木齐,23,4,-,20200218
伊犁州,18,4,-,20200218
第四师,10,-,-,20200218
第九师,4,-,-,20200218
昌吉州,4,-,-,20200218
第八师,3,1,-,20200218
吐鲁番地区,3,1,-,20200218
巴音郭楞蒙古自治州,3,-,-,20200218
第十二师,3,-,-,20200218
第六师,2,-,-,20200218
第七师,1,1,-,20200218
阿克苏地区,1,1,-,20200218
待确认,-,-,1,20200218
包头,11,-,-,20200218
鄂尔多斯,11,3,-,20200218
赤峰,9,2,-,20200218
锡林郭勒盟,8,1,-,20200218
巴彦淖尔,8,-,-,20200218
呼和浩特,7,-,-,20200218
呼伦贝尔,6,1,-,20200218
通辽,6,-,-,20200218
乌兰察布,3,1,-,20200218
乌海,2,-,-,20200218
兴安盟,1,-,-,20200218
银川,33,20,-,20200218
吴忠,27,6,-,20200218
固原,5,2,-,20200218
中卫,3,3,-,20200218
宁东管委会,1,1,-,20200218
石嘴山,1,1,-,20200218
待确认,-,2,-,20200218
西宁,15,9,-,20200218
海北州,3,0,-,20200218
待确认,-,4,-,20200218
拉萨,1,1,-,20200218
武汉,45027,5448,1585,20200220
孝感,3329,673,89,20200220
黄冈,2839,1149,87,20200220
荆州,1510,451,40,20200220
鄂州,1338,350,38,20200220
随州,1283,309,27,20200220
襄阳,1167,294,23,20200220
黄石,967,312,26,20200220
宜昌,891,231,27,20200220
荆门,794,201,34,20200220
咸宁,766,268,10,20200220
十堰,641,187,2,20200220
仙桃,567,184,19,20200220
天门,473,133,12,20200220
恩施,244,102,3,20200220
潜江,185,49,7,20200220
神农架林区,10,10,-,20200220
深圳,416,199,2,20200220
广州,339,157,-,20200220
珠海,98,45,1,20200220
东莞,92,26,1,20200220
佛山,84,33,-,20200220
中山,66,42,-,20200220
惠州,62,38,-,20200220
汕头,25,20,-,20200220
江门,23,9,-,20200220
湛江,22,12,-,20200220
肇庆,18,8,1,20200220
梅州,16,10,-,20200220
茂名,14,6,-,20200220
阳江,13,9,-,20200220
清远,12,9,-,20200220
韶关,10,5,-,20200220
揭阳,8,4,-,20200220
汕尾,5,2,-,20200220
潮州,5,4,-,20200220
河源,4,1,-,20200220
信阳,269,94,2,20200220
郑州,156,76,-,20200220
南阳,155,65,2,20200220
驻马店,139,87,-,20200220
商丘,91,50,3,20200220
周口,76,34,-,20200220
平顶山,58,34,1,20200220
新乡,57,24,3,20200220
安阳,53,28,-,20200220
许昌,39,16,-,20200220
漯河,35,17,-,20200220
焦作,32,9,1,20200220
洛阳,31,14,1,20200220
开封,26,13,-,20200220
鹤壁,19,8,-,20200220
濮阳,17,7,-,20200220
三门峡,7,5,-,20200220
济源,5,2,-,20200220
待确认,-,33,6,20200220
温州,504,245,1,20200220
杭州,169,108,-,20200220
宁波,156,91,-,20200220
台州,146,77,-,20200220
金华,55,33,-,20200220
嘉兴,45,20,-,20200220
绍兴,42,20,-,20200220
衢州,21,10,-,20200220
丽水,17,14,-,20200220
湖州,10,6,-,20200220
舟山,10,5,-,20200220
待确认,-,1,-,20200220
长沙,242,125,2,20200220
岳阳,156,67,1,20200220
邵阳,102,71,1,20200220
常德,79,52,-,20200220
株洲,78,46,-,20200220
娄底,76,51,-,20200220
益阳,59,48,-,20200220
衡阳,48,37,-,20200220
永州,43,30,-,20200220
怀化,40,38,-,20200220
郴州,39,29,-,20200220
湘潭,35,17,-,20200220
湘西州,8,7,-,20200220
张家界,5,5,-,20200220
合肥,173,75,1,20200220
蚌埠,160,40,5,20200220
阜阳,155,64,-,20200220
亳州,108,65,-,20200220
安庆,83,53,-,20200220
六安,69,30,-,20200220
宿州,41,20,-,20200220
马鞍山,37,15,-,20200220
芜湖,33,21,-,20200220
铜陵,29,13,-,20200220
淮北,27,14,-,20200220
淮南,27,12,-,20200220
池州,17,10,-,20200220
滁州,13,8,-,20200220
黄山,9,6,-,20200220
宣城,6,4,-,20200220
待确认,-,8,-,20200220
南昌,229,133,-,20200220
新余,130,68,-,20200220
上饶,123,55,-,20200220
九江,118,44,-,20200220
宜春,106,42,-,20200220
赣州,76,28,1,20200220
抚州,72,35,-,20200220
萍乡,33,9,-,20200220
吉安,22,11,-,20200220
鹰潭,18,4,-,20200220
景德镇,6,3,-,20200220
赣江新区,1,0,-,20200220
待确认,-,1,-,20200220
南京,93,47,-,20200220
苏州,87,38,-,20200220
徐州,79,51,-,20200220
淮安,66,34,-,20200220
无锡,55,35,-,20200220
常州,51,29,-,20200220
连云港,48,18,-,20200220
南通,40,23,-,20200220
泰州,37,24,-,20200220
盐城,27,20,-,20200220
扬州,23,11,-,20200220
宿迁,13,7,-,20200220
镇江,12,8,-,20200220
万州区,113,46,3,20200220
江北区,28,9,-,20200220
云阳县,25,17,-,20200220
綦江区,23,11,-,20200220
合川区,23,8,-,20200220
奉节县,22,9,-,20200220
长寿区,21,10,-,20200220
开州区,20,14,1,20200220
忠县,20,13,-,20200220
九龙坡区,20,10,1,20200220
垫江县,20,9,-,20200220
渝中区,20,14,-,20200220
潼南区,18,4,-,20200220
两江新区,17,7,-,20200220
渝北区,16,9,-,20200220
南岸区,15,5,-,20200220
大足区,14,9,-,20200220
石柱县,14,8,-,20200220
巫溪县,13,9,-,20200220
丰都县,10,3,-,20200220
巫山县,10,6,-,20200220
璧山区,9,7,-,20200220
铜梁区,9,4,-,20200220
荣昌区,9,5,-,20200220
沙坪坝区,8,1,-,20200220
大渡口区,7,5,-,20200220
巴南区,6,2,-,20200220
永川区,5,4,-,20200220
梁平区,4,4,-,20200220
江津区,4,3,-,20200220
高新区,4,1,-,20200220
涪陵区,3,2,-,20200220
城口县,2,2,-,20200220
黔江区,2,2,-,20200220
彭水县,2,0,-,20200220
武隆县,1,1,-,20200220
秀山县,1,1,-,20200220
酉阳县,1,0,-,20200220
万盛经开区,1,0,-,20200220
青岛,59,31,1,20200220
济宁,52,29,-,20200220
临沂,49,41,-,20200220
济南,47,17,-,20200220
烟台,47,16,-,20200220
潍坊,44,15,-,20200220
威海,38,14,-,20200220
聊城,38,18,-,20200220
德州,37,11,2,20200220
泰安,33,10,1,20200220
淄博,29,6,-,20200220
枣庄,24,11,-,20200220
菏泽,18,13,-,20200220
日照,16,7,-,20200220
滨州,15,11,-,20200220
成都,141,69,3,20200220
甘孜州,67,8,-,20200220
达州,40,11,-,20200220
南充,38,15,-,20200220
广安,30,20,-,20200220
巴中,24,9,-,20200220
泸州,24,6,-,20200220
内江,22,6,-,20200220
绵阳,22,10,-,20200220
遂宁,17,10,-,20200220
德阳,17,3,-,20200220
攀枝花,16,11,-,20200220
凉山州,13,6,-,20200220
宜宾,12,7,-,20200220
自贡,9,7,-,20200220
眉山,8,3,-,20200220
雅安,7,3,-,20200220
广元,6,4,-,20200220
乐山,3,2,-,20200220
资阳,3,2,-,20200220
阿坝州,1,1,-,20200220
哈尔滨,194,48,3,20200220
双鸭山,52,8,3,20200220
绥化,47,20,4,20200220
鸡西,46,3,-,20200220
齐齐哈尔,43,11,1,20200220
大庆,26,7,1,20200220
七台河,17,6,-,20200220
佳木斯,15,14,-,20200220
牡丹江,14,1,-,20200220
黑河,14,3,-,20200220
鹤岗,5,2,-,20200220
大兴安岭地区,2,2,-,20200220
伊春,1,-,-,20200220
待确认,-,9,-,20200220
海淀区,61,-,-,20200220
朝阳区,58,-,-,20200220
西城区,53,-,-,20200220
丰台区,40,-,-,20200220
大兴区,39,16,-,20200220
昌平区,29,-,-,20200220
通州区,19,1,-,20200220
房山区,16,-,-,20200220
石景山区,14,1,-,20200220
东城区,12,1,-,20200220
顺义区,10,-,-,20200220
怀柔区,7,-,-,20200220
密云区,7,-,-,20200220
门头沟区,3,-,-,20200220
延庆区,1,-,-,20200220
外地来京人员,26,2,-,20200220
待确认,-,132,4,20200220
浦东新区,60,38,-,20200220
宝山区,21,9,-,20200220
闵行区,19,15,-,20200220
徐汇区,18,9,-,20200220
静安区,16,10,-,20200220
松江区,14,7,-,20200220
长宁区,13,10,-,20200220
普陀区,11,6,-,20200220
嘉定区,9,3,-,20200220
杨浦区,9,4,-,20200220
奉贤区,9,3,-,20200220
虹口区,7,4,-,20200220
黄浦区,6,3,-,20200220
青浦区,5,5,-,20200220
崇明区,4,2,-,20200220
金山区,3,2,-,20200220
外地来沪人员,110,69,-,20200220
待确认,-,-,2,20200220
唐山,56,16,1,20200220
沧州,48,18,3,20200220
张家口,34,24,-,20200220
保定,32,27,-,20200220
邯郸,31,17,-,20200220
廊坊,30,20,-,20200220
石家庄,28,13,-,20200220
邢台,23,11,1,20200220
秦皇岛,10,5,-,20200220
衡水,8,6,-,20200220
承德,7,6,-,20200220
福州,71,33,1,20200220
莆田,55,19,-,20200220
泉州,46,13,-,20200220
厦门,35,10,-,20200220
宁德,26,17,-,20200220
南平,20,8,-,20200220
漳州,20,11,-,20200220
三明,14,5,-,20200220
龙岩,6,1,-,20200220
西安,120,45,1,20200220
安康,26,14,-,20200220
汉中,26,5,-,20200220
咸阳,17,8,-,20200220
渭南,15,3,-,20200220
宝鸡,13,10,-,20200220
延安,8,6,-,20200220
铜川,8,6,-,20200220
商洛,7,4,-,20200220
榆林,3,1,-,20200220
韩城,1,1,-,20200220
杨凌示范区,1,0,-,20200220
待确认,-,3,-,20200220
南宁,54,24,-,20200220
北海,44,14,1,20200220
桂林,31,15,-,20200220
柳州,24,11,-,20200220
河池,23,4,1,20200220
防城港,19,6,-,20200220
玉林,11,4,-,20200220
来宾,11,-,-,20200220
钦州,8,1,-,20200220
贵港,8,3,-,20200220
梧州,5,5,-,20200220
贺州,4,1,-,20200220
百色,3,2,-,20200220
昆明,53,24,-,20200220
昭通,25,5,-,20200220
西双版纳傣族自治州,15,4,-,20200220
玉溪,14,9,1,20200220
大理州,13,10,-,20200220
曲靖,13,6,-,20200220
保山,9,3,-,20200220
红河州,8,3,-,20200220
丽江,7,7,-,20200220
德宏州,5,2,-,20200220
普洱,4,3,-,20200220
楚雄州,4,2,-,20200220
文山,2,0,-,20200220
临沧,1,1,-,20200220
三亚,54,34,1,20200220
海口,39,18,-,20200220
儋州,15,11,-,20200220
万宁,13,9,-,20200220
澄迈,9,4,1,20200220
昌江黎族自治县,7,2,-,20200220
琼海,6,4,1,20200220
临高,6,4,-,20200220
陵水黎族自治县,4,1,-,20200220
东方,3,2,-,20200220
定安,3,2,1,20200220
文昌,3,3,-,20200220
保亭黎族苗族自治县,3,1,-,20200220
乐东黎族自治县,2,-,-,20200220
琼中黎族苗族自治县,1,1,-,20200220
贵阳,36,14,1,20200220
遵义,32,17,-,20200220
毕节地区,23,10,-,20200220
黔南州,17,7,-,20200220
六盘水,10,6,1,20200220
黔东南州,10,4,-,20200220
铜仁地区,10,9,-,20200220
黔西南州,4,4,-,20200220
安顺,4,1,-,20200220
晋中,36,18,-,20200220
运城,19,16,-,20200220
太原,19,13,-,20200220
大同,12,6,-,20200220
晋城,10,3,-,20200220
朔州,8,3,-,20200220
长治,8,1,-,20200220
忻州,7,4,-,20200220
吕梁,6,6,-,20200220
阳泉,4,2,-,20200220
临汾,2,1,-,20200220
宝坻区,55,15,1,20200220
河东区,15,7,-,20200220
河北区,12,9,-,20200220
和平区,6,4,-,20200220
南开区,6,1,-,20200220
北辰区,6,1,-,20200220
西青区,4,4,-,20200220
河西区,4,2,-,20200220
宁河区,4,0,-,20200220
东丽区,4,2,-,20200220
滨海新区,3,1,-,20200220
红桥区,2,2,-,20200220
武清区,2,1,-,20200220
津南区,1,1,-,20200220
外地来津人员,6,4,-,20200220
待确认,-,-,2,20200220
沈阳,28,23,-,20200220
大连,19,9,-,20200220
葫芦岛,12,1,1,20200220
锦州,12,6,-,20200220
盘锦,11,4,-,20200220
阜新,8,-,-,20200220
铁岭,7,1,-,20200220
丹东,7,5,-,20200220
朝阳,6,2,-,20200220
鞍山,4,-,-,20200220
辽阳,3,3,-,20200220
本溪,3,3,-,20200220
营口,1,1,-,20200220
待确认,-,1,-,20200220
长春,45,19,-,20200220
四平,15,7,1,20200220
辽源,7,1,-,20200220
公主岭,6,2,-,20200220
延边,5,4,-,20200220
吉林市,5,4,-,20200220
通化,4,1,-,20200220
松原,2,2,-,20200220
白城,1,-,-,20200220
梅河口,1,1,-,20200220
兰州,36,20,2,20200220
天水,12,12,-,20200220
平凉,9,1,-,20200220
定西,9,8,-,20200220
甘南州,8,4,-,20200220
陇南,4,4,-,20200220
白银,4,1,-,20200220
临夏州,3,3,-,20200220
庆阳,3,2,-,20200220
张掖,2,2,-,20200220
金昌,1,1,-,20200220
待确认,-,7,-,20200220
乌鲁木齐,23,8,-,20200220
伊犁州,18,6,-,20200220
第四师,10,-,-,20200220
第八师,4,1,1,20200220
第九师,4,-,-,20200220
昌吉州,4,2,-,20200220
吐鲁番地区,3,1,-,20200220
巴音郭楞蒙古自治州,3,-,-,20200220
第十二师,3,-,-,20200220
第六师,2,-,-,20200220
第七师,1,1,-,20200220
阿克苏地区,1,1,-,20200220
包头,11,1,-,20200220
鄂尔多斯,11,3,-,20200220
锡林郭勒盟,9,1,-,20200220
赤峰,9,3,-,20200220
巴彦淖尔,8,0,-,20200220
呼伦贝尔,7,1,-,20200220
呼和浩特,7,2,-,20200220
通辽,7,0,-,20200220
乌兰察布,3,1,-,20200220
乌海,2,0,-,20200220
兴安盟,1,0,-,20200220
银川,33,27,-,20200220
吴忠,28,9,-,20200220
固原,5,3,-,20200220
中卫,3,3,-,20200220
宁东管委会,1,1,-,20200220
石嘴山,1,1,-,20200220
西宁,15,11,-,20200220
海北州,3,0,-,20200220
待确认,-,5,-,20200220
拉萨,1,1,-,20200220
武汉,45346,6264,1684,20200221
孝感,3346,771,94,20200221
黄冈,2856,1274,90,20200221
荆州,1517,531,40,20200221
鄂州,1343,375,39,20200221
随州,1287,386,28,20200221
襄阳,1170,343,24,20200221
黄石,974,355,27,20200221
宜昌,895,250,28,20200221
荆门,800,229,37,20200221
咸宁,766,313,10,20200221
十堰,654,209,2,20200221
仙桃,568,210,19,20200221
天门,477,165,12,20200221
恩施,245,112,3,20200221
监狱系统,220,-,-,20200221
潜江,188,57,7,20200221
神农架林区,10,10,-,20200221
深圳,416,222,2,20200221
广州,339,172,-,20200221
珠海,98,49,1,20200221
东莞,93,27,1,20200221
佛山,84,34,-,20200221
中山,66,42,-,20200221
惠州,62,41,-,20200221
汕头,25,20,-,20200221
江门,23,9,-,20200221
湛江,22,12,-,20200221
肇庆,18,8,1,20200221
梅州,16,11,-,20200221
茂名,14,6,-,20200221
阳江,13,10,-,20200221
清远,12,9,-,20200221
韶关,10,5,-,20200221
揭阳,8,4,-,20200221
汕尾,5,2,-,20200221
潮州,5,4,-,20200221
河源,4,1,-,20200221
待确认,-,1,-,20200221
信阳,270,134,3,20200221
郑州,157,98,1,20200221
南阳,155,65,2,20200221
驻马店,139,99,-,20200221
商丘,91,63,4,20200221
周口,76,39,-,20200221
平顶山,58,34,1,20200221
新乡,57,25,3,20200221
安阳,53,29,-,20200221
许昌,39,19,-,20200221
漯河,35,22,-,20200221
焦作,32,12,1,20200221
洛阳,31,15,1,20200221
开封,26,15,-,20200221
鹤壁,19,8,-,20200221
濮阳,17,7,-,20200221
三门峡,7,6,1,20200221
济源,5,3,-,20200221
待确认,-,40,2,20200221
温州,504,268,1,20200221
杭州,169,114,-,20200221
宁波,157,101,-,20200221
台州,146,84,-,20200221
金华,55,36,-,20200221
嘉兴,45,22,-,20200221
绍兴,42,20,-,20200221
省十里丰监狱,34,-,-,20200221
丽水,17,14,-,20200221
衢州,14,10,-,20200221
湖州,10,6,-,20200221
舟山,10,5,-,20200221
长沙,242,125,2,20200221
岳阳,156,76,1,20200221
邵阳,102,78,1,20200221
常德,80,58,-,20200221
株洲,78,46,-,20200221
娄底,76,54,-,20200221
益阳,59,51,-,20200221
衡阳,48,37,-,20200221
永州,43,30,-,20200221
怀化,40,38,-,20200221
郴州,39,30,-,20200221
湘潭,35,17,-,20200221
湘西州,8,7,-,20200221
张家界,5,5,-,20200221
合肥,174,97,1,20200221
蚌埠,160,56,5,20200221
阜阳,155,90,-,20200221
亳州,108,70,-,20200221
安庆,83,55,-,20200221
六安,69,35,-,20200221
宿州,41,23,-,20200221
马鞍山,37,17,-,20200221
芜湖,33,26,-,20200221
铜陵,29,13,-,20200221
淮北,27,14,-,20200221
淮南,27,14,-,20200221
池州,17,10,-,20200221
滁州,13,8,-,20200221
黄山,9,6,-,20200221
宣城,6,4,-,20200221
南昌,229,145,-,20200221
新余,130,80,-,20200221
上饶,123,64,-,20200221
九江,118,47,-,20200221
宜春,106,53,-,20200221
赣州,76,34,1,20200221
抚州,72,37,-,20200221
萍乡,33,11,-,20200221
吉安,22,11,-,20200221
鹰潭,18,4,-,20200221
景德镇,6,3,-,20200221
赣江新区,1,0,-,20200221
济宁,253,29,-,20200221
青岛,59,34,1,20200221
临沂,49,44,-,20200221
济南,47,22,-,20200221
烟台,47,17,-,20200221
潍坊,44,17,-,20200221
威海,38,18,-,20200221
聊城,38,21,-,20200221
德州,37,11,2,20200221
泰安,34,12,1,20200221
淄博,30,9,-,20200221
枣庄,24,11,-,20200221
菏泽,18,14,-,20200221
日照,16,8,-,20200221
滨州,15,11,-,20200221
南京,93,47,-,20200221
苏州,87,42,-,20200221
徐州,79,58,-,20200221
淮安,66,34,-,20200221
无锡,55,36,-,20200221
常州,51,36,-,20200221
连云港,48,18,-,20200221
南通,40,23,-,20200221
泰州,37,24,-,20200221
盐城,27,20,-,20200221
扬州,23,13,-,20200221
宿迁,13,8,-,20200221
镇江,12,8,-,20200221
万州区,115,56,4,20200221
江北区,28,9,-,20200221
云阳县,25,19,-,20200221
綦江区,23,11,-,20200221
合川区,23,8,-,20200221
奉节县,22,10,-,20200221
长寿区,21,11,-,20200221
开州区,20,15,1,20200221
忠县,20,18,-,20200221
九龙坡区,20,10,1,20200221
垫江县,20,9,-,20200221
渝中区,20,14,-,20200221
潼南区,18,5,-,20200221
两江新区,17,7,-,20200221
渝北区,17,9,-,20200221
南岸区,15,5,-,20200221
石柱县,15,10,-,20200221
大足区,14,9,-,20200221
巫溪县,13,9,-,20200221
丰都县,10,4,-,20200221
巫山县,10,6,-,20200221
铜梁区,10,4,-,20200221
璧山区,9,7,-,20200221
荣昌区,9,5,-,20200221
沙坪坝区,8,1,-,20200221
大渡口区,7,5,-,20200221
巴南区,6,2,-,20200221
永川区,5,4,-,20200221
涪陵区,5,2,-,20200221
梁平区,4,4,-,20200221
江津区,4,3,-,20200221
高新区,4,2,-,20200221
城口县,2,2,-,20200221
黔江区,2,2,-,20200221
彭水县,2,0,-,20200221
武隆县,1,1,-,20200221
秀山县,1,1,-,20200221
酉阳县,1,0,-,20200221
万盛经开区,1,0,-,20200221
成都,143,71,3,20200221
甘孜州,68,9,-,20200221
达州,41,11,-,20200221
南充,38,15,-,20200221
广安,30,20,-,20200221
巴中,24,10,-,20200221
泸州,24,6,-,20200221
内江,22,10,-,20200221
绵阳,22,10,-,20200221
德阳,18,5,-,20200221
遂宁,17,10,-,20200221
攀枝花,16,13,-,20200221
凉山州,13,6,-,20200221
宜宾,12,7,-,20200221
自贡,9,7,-,20200221
眉山,8,3,-,20200221
雅安,7,4,-,20200221
广元,6,4,-,20200221
乐山,3,2,-,20200221
资阳,3,2,-,20200221
