,link,title,content
24,https://www.straitstimes.com/opinion/the-coming-healthcare-crisis-unsustainable-financing,The coming healthcare crisis: Unsustainable financing,
25,https://www.straitstimes.com/politics/a-democracy-of-deeds-not-just-words,"A democracy of deeds, not just words",
26,https://www.straitstimes.com/sport/football/reds-need-to-regain-their-spring,Football: Reds need to regain their spring,"It was not the treble Liverpool wanted.
A 15-day period brought defeats in the Champions League, the Premier League and the FA Cup. A club whose first team had only lost one game all season, to Napoli, and who were unbeaten in 44 top-flight games, then lost three times in four matches and trailed in the other, to West Ham."
27,https://www.straitstimes.com/lifestyle/home-design/a-yen-for-japanese-chic-home-owners-go-for-tatami-timber-or-shoji-screens,"A yen for Japanese chic: Home-owners go for tatami, timber or shoji screens","SINGAPORE- From traditional shoji screens to contemporary spins on classic interior architecture, Singaporeans cannot seem to get enough of all things Japanese.
Take Mr Norman Choo, for instance, who lives in a Housing Board flat in Strathmore Avenue."
28,https://www.straitstimes.com/opinion/covid-19-puts-abe-on-the-ropes-as-xi-cancels-summit-trip-to-tokyo-0,Covid-19 puts Abe on the ropes as Xi cancels summit trip to Tokyo,
29,https://www.straitstimes.com/asia/asian-insider-march-6-covid-19s-fallout-muhyiddins-focus-korean-airs-nut-rage-heiress,"Asian Insider, March 6: Covid-19’s fallout, Muhyiddin’s focus, Korean Air’s ‘nut rage’ heiress","Hi,
In today’s bulletin:
Coronavirus fears abound and WHO warns there’s a long list of countries not doing enough, Malaysia’s new PM plays it calm, spotlight on women, Korean Air’s ‘nut rage’ heiress attempts a takeover and more.
Reading this on the web or know someone who might enjoy receiving Asian Insider? Our sign-up page is here.

Asian shares fell today following another Wall Street rout as fears of further disruptions to business continued to spread, stoking fears of a prolonged world economic slowdown. Japan's Nikkei stock index sank 2.8 per cent, while South Korea’s Kospi index tumbled 2.3 per cent.
This came on a day the Asian Development Bank announced that the outbreak is set to impact global growth rate. The Bank said the impact of the coronavirus could slash global gross domestic product by 0.1 to 0.4 per cent. In China, economic growth could be trimmed by 0.3 to 1.7 per cent while in developing Asia, excluding China, it could be slashed by 0.2 to 0.5 per cent. 
The grim news was supported by the S&P Global ratings too which said the battle against Covid-19 could wipe off US$211 billion (S$291.8 billion) off Asia Pacific economies this year, sending growth to its lowest level in more than a decade. 
Go deeper: 
Global economy is gripped by rare twin supply-demand shock 
Epidemic could cost airlines US$113b in lost revenues: Iata 
US Fed says coronavirus causing disruptions, widespread concern

Chinese President Xi Jinping was due to travel to Japan to meet Prime Minister Shinzo Abe, in a trip that would have been the first of its kind in a decade. However, China announced that the trip will be postponed with both countries battling coronavirus. 
The announcement comes just after China decided to postpone its annual Parliament session for the first time since the Cultural Revolution. The meeting was due to be held in March. 
Associate Editor Ravi Velloor writes this would put additional pressure on Mr Abe with his government already facing criticism as the number of infections surpass 1,000, with 12 people dead. There are also questions about whether Japan will be able to host the Olympics as per original schedule. 
Here's a look at changes to some other key events because of the coronavirus spread:   
South Korea postpones military drill with US troops
IMF, World Bank consider 'virtual' annual meetings in April as coronavirus spreads

It could get worse. The World Health Organisation (WHO) warned on Thursday that there were too many countries not taking all the steps needed to fight the spread of the deadly new coronavirus. ""This is not a drill,"" WHO chief Tedros Adhanom Ghebreyesus told reporters in Geneva.
Many governments were relegating the problem to their health ministries. But heads of government need to take charge. ""This is a time for pulling out all stops,"" he said. 
WHO has been relentless in calling on all countries to attach the utmost importance to the issue. Here are some recent reports: 
10 myths debunked 
Protective gear for healthcare workers ‘rapidly depleting’: WHO
WHO raises global coronavirus risk to maximum level

Many of the political questions about whether he will be able to prove his support in Parliament remain unanswered and some members who've said they would support him are getting somewhat restless about how they could gain in return. But Malaysia's new Prime Minister seems unflustered and is focusing on building his administration first - with the country facing twin threats of a slowing economy and the spread of coronavirus. 
Here are some latest reports: 
Malaysian Chinese Association hopes to moderate new government but doubts remain over support from Chinese
Corporate Malaysia impacted by fallout from political tumult

Can women do better? As the International Women's Day nears this Sunday (March 8), the spotlight is turning to how well they are faring compared to men in society. While no doubt their status has improved over the years, there's still a long way to go. Two recent reports highlight this: 
Women in Asia less likely to receive a challenging leadership role than men: Study
9 in 10 of all people hold bias against women

KOREAN AIR'S 'NUT RAGE' HEIRESS LEADS COUP: After earning global infamy in what became known as the ""nut rage"" incident, heiress Heather Cho is reportedly engineering a shareholder revolt against her brother who is the CEO of one of South Korea's biggest conglomerates.
PAKISTAN BUILDING COLLAPSE KILLS 11: At least 11 people were killed and 22 others wounded when a five-storey residential complex collapsed in Pakistan's port city of Karachi on Thursday, leaving additional victims trapped in the rubble.
That’s it for today. Thanks for reading and we’ll be back with you on Monday. Stay safe and have a good weekend.
Shefali"
30,https://www.straitstimes.com/asia/se-asia/muhyiddin-to-rally-civil-service-to-his-cause,Muhyiddin to rally civil service to his cause,"Sworn in as Malaysia's prime minister on Sunday under a cloud of uncertainty, Tan Sri Muhyiddin Yassin has had to pick up the pieces of government in a midterm takeover while facing pressure from both sides of the political divide.
The schism in his own Parti Pribumi Bersatu Malaysia has yet to heal as former premier Mahathir Mohamad continues to meet the party's rank and file to explain why he objected to the party leaving Pakatan Harapan (PH), a move which led to the ruling pact's collapse."
31,https://www.straitstimes.com/world/asian-insider-video-cooperation-key-in-war-on-coronavirus-says-expert,"Asian Insider video: Cooperation key in war on coronavirus, says expert","WASHINGTON - Scientists need to cooperate with veterinarians and experts in animal industries to detect viruses before they become a problem in humans, says Dr Gregory C. Gray, Professor of Medicine, Global Health and Environmental Health at Duke University.
""The way to do that is to partner with professionals from human health, animal health, environmental health and the industries and looking at the viruses that may be crossing species at the human-animal interface,"" the global health expert told the Straits Times' weekly Asian Insider video and podcast.
Among other affiliations, Dr Gray is also a professor at the Emerging Infectious Diseases and Global Health Institute at Duke-NUS Medical School in Singapore and a professor of Global Health at Duke Kunshan University in China.
He was speaking on the Asian Insider show together with The Straits Times' South Korea Correspondent Chang May Choon.
South Korea is one of the top concerns internationally outside China, along with Italy and Iran, because of the magnitude of the coronavirus outbreak.
The East Asian country reported 5,766 cases on Thursday (March 5) with 35 people dead. This, though, South Korea has an advanced health care system and has administered several thousands tests for the coronavirus.
In contrast, the United States, caught flat footed, has yet to ramp up testing.
Dr Gray urged partnerships with professionals from human health, animal health, environmental health and the industries to look for viruses that may be crossing species at the human-animal interface.
""And once having identified a virus that crosses species, (they should) look for evidence that they may be causing infections in humans, and adapting as this virus has, to cause a lot of human to human transmission,"" he said.
The spread of the Covid-19 coronavirus has been ""surprisingly fast,"" he said.
""The reproductive rate - the number of people infected from one case - is higher than we would have anticipated, for instance for a seasonal influenza virus,"" he told Asian Insider.
""So this virus is particularly effective at moving from person to person,"" Dr Gray said.
""In addition to that, almost everybody is going to be susceptible to this virus in contrast with the seasonal influenza, (to which) many people will have some partial immunity, either due to natural infections or vaccines,"" he noted.
""So this virus is a real set up for moving very quickly across populations. And in populations where we have areas with dense populations and poor sanitation, we're going to see really fast epidemics and certainly long term care facilities - perhaps prisons, schools, and day care centres - will see a lot of transmission,"" he said.
""Governments have to decide how much social distancing makes sense for their populations, and we're beginning to see that right now in the United States with the cancellation of some big scientific meetings that I am aware of, and talk of more emergency response, things that are not critical for people being together.""
""In some countries we may even see some school systems shut down for a while. We have not seen such social distancing in this country (the US) for a long time,"" he said."
32,https://www.straitstimes.com/world/united-states/gzero-video-are-ceos-getting-real-about-climate-change,GZERO VIDEO: Are CEOs getting real about climate change?,"NEW YORK (GZERO MEDIA) - According to the World Meteorological Organisation, the planet has already warmed, on average, 1.1 deg C since pre-industrial times.
Globally, climate protest movements came of age in 2019, driven by youth angry and frightened about the future.
Global managing partner of McKinsey & Company, Kevin Sneader, answers the question: Are CEOs getting real about climate change?
""Many have watched with horror the wildfires that took place recently. Others have even been evacuated. And for some, the snow set in Davos, they experienced incredibly mild temperatures that laid all to quip that climate change really has arrived,"" he tells GZERO Media.
This GZERO media video is being shown here as part of a media partnership agreement with The Straits Times."
33,https://www.straitstimes.com/world/united-states/gzero-video-what-has-the-coronavirus-done-to-the-tech-industry,GZERO VIDEO: What has the coronavirus done to the tech industry?,"NEW YORK (GZERO MEDIA) - Nicholas Thompson, editor-in-chief of WIRED, discusses technology industry news today.
In this episode of GZERO Media's Tech In Sixty Seconds, he talks about the impacts of the coronavirus on the tech industry and explains what cloud neutrality is.
This GZERO media video is being shown here as part of a media partnership agreement with The Straits Times."
34,https://www.straitstimes.com/world/united-states/gzero-video-trumps-middle-east-peace-plan,GZERO VIDEO: Trump's Middle East peace plan,"NEW YORK (GZERO MEDIA) - American foreign policy expert Ian Bremmer provides his analysis on the Middle East peace plan that was unveiled on Jan 28 by US President Donald Trump at a White House event with Israeli Prime Minister Benjamin Netanyahu.
The plan proposed creating a Palestinian state as part of a Middle East peace solution and set out borders for ""a realistic two-state solution, offering a viable path to Palestinian statehood"".
In this episode of GZERO Media's World In Sixty Seconds, Mr Bremmer says the plan is a significant departure in American diplomacy vis-à-vis Israel and Palestine.
""One big reason for that is that the realities of geopolitics in the Middle East have changed. Today, Israel-Palestine is not a particularly divisive issue of high priority among most of the Arab world,"" he said.
This GZERO media video is being shown here as part of a media partnership agreement with The Straits Times."
35,https://www.straitstimes.com/world/united-states/gzero-video-steve-bannon-on-chinas-handling-of-coronavirus,GZERO VIDEO: Steve Bannon on China's handling of coronavirus,"NEW YORK (GZERO MEDIA) - The coronavirus that originated in China has spread fear and anxiety around the world.
American foreign policy expert Ian Bremmer speaks to former White House chief strategist Steve Bannon, who has harshly criticised the Chinese government's handling of the outbreak of coronavirus.
Mr Bannon offers advice to the Trump administration on how the US can further respond, including providing CDC resources to China and strategically partnering with European allies.
This GZERO media video is being shown here as part of a media partnership agreement with The Straits Times. "
36,https://www.straitstimes.com/business/economy/outbreak-puts-global-stimulus-in-spotlight,Outbreak puts global stimulus in spotlight,
37,https://www.straitstimes.com/opinion/picking-malaysias-next-cabinet,Picking Malaysia's next Cabinet,
38,https://www.straitstimes.com/asia/east-asia/tapping-the-samurai-spirit-to-change-fukushimas-image,Tapping the Samurai spirit to change Fukushima's image,
39,https://www.straitstimes.com/asia/se-asia/indonesias-e-wallet-players-draw-users-with-discounts-cashbacks,"Indonesia's e-wallet players draw users with discounts, cashbacks","This new year, e-wallet companies are rolling out bigger and better promotional discounts and cashbacks as they fight for a bigger piece of Indonesia's cashless payments market.
The most widely used e-wallet, Go-Pay, for instance, is offering 20,000 rupiah (S$2) cashback for every food purchase at McDonald's this month, while its competitor Ovo is giving a 25 per cent discount at the fast-food chain."
40,https://www.straitstimes.com/asia/se-asia/e-kalimantans-abandoned-mines-bring-risks-and-rewards,East Kalimantan's abandoned mines bring risks and rewards,
41,https://www.straitstimes.com/asia/se-asia/malaysia-wields-anti-terrorism-laws-to-fight-wildlife-poaching,Malaysia wields anti-terrorism laws to fight wildlife poaching,"Malaysia is stepping up the fight to protect its critically-endangered wildlife by using tough anti-terrorism and money-laundering laws against poachers.
The country's last Sumatran rhino died last November and there are fewer than 200 Malayan tigers left in the jungles."
42,https://www.straitstimes.com/asia/east-asia/serving-up-social-good-as-the-main-course,More eateries in Japan serving up social good as the main course,"Depending on when you visit, the kitchen assistants at Mirai Shokudo - a socially innovative eatery in the heart of Tokyo whose name means ""future cafeteria"" in Japanese - may be high school students, the unemployed, or even foreign tourists.
The 12-seater restaurant, built on the idea of an inclusive community, allows customers to help out in exchange for a meal, which they may also donate to the needy."
43,https://www.straitstimes.com/politics/parliament-9-highlights-from-this-years-committee-of-supply-debate,9 highlights from this year's Committee of Supply debate,"SINGAPORE - The House approved the Supply Bill on Friday (March 6), after MPs debated the Budget statement and ministries' spending plans over eight days.
Members of Parliament (MPs) filed more than 500 ""cuts"", or questions, for the 16 ministries - matching the record set in 2018, which had been the longest debate in the five years preceding. This did not include the 2½-day debate on Deputy Prime Minister Heng Swee Keat's Budget statement.
Here are nine highlights of this year's debate.
A comprehensive set of relief measures was announced as part of the $4 billion Stabilisation and Support Package this year to help businesses badly hit by the coronavirus outbreak.
Among these, the Enterprise Financing Scheme's Working Capital Loan, which helps small and medium-sized enterprises access financing for working capital needs, will be enhanced from March.
A $1.3 billion Jobs Support Scheme will offset 8 per cent of wages for every local workers for three months.
MPs Saktiandi Supaat (Bishan-Toa Payoh GRC), Seah Kian Peng (Marine Parade GRC) and Gan Thiam Poh (Ang Mo Kio GRC) called for the scheme to be brought forward from end-July. The recommendation was accepted, with payments moved to end-May.
Under a $1.1 billion enhancement to the Wage Credit Scheme, where the Government co-funds wage increases, the monthly wage ceiling will be raised to $5,000, up from $4,000 for qualifying wage increases last year and this year.
Co-funding levels will be increased by 5 percentage points to 20 per cent for last year and 15 per cent for this year.
Taking a longer-term perspective, Trade and Industry Minister Chan Chun Sing focused on two long-term drivers of change: global shifts and technology.
With supply chains disrupted by the Covid-19 epidemic, he said companies have to fundamentally re-examine the diversity and resilience of their supply chains.
Grant and tax schemes have been expanded to help companies venture abroad. Third-party consultancy costs will now qualify for tax breaks under the Double Tax Deduction Scheme for Internationalisation, while the Grow Digital initiative will help SMEs grow their business overseas via digital channels.
This emphasis on technology and transformation extended to debates on areas such as foreign affairs, defence, education, social policy and the environment.


To boost digital literacy, Education Minister Ong Ye Kung announced that by 2024, all Secondary 1 students will own personal learning devices such as a laptop or tablet. Lower-income students will get such devices for free after subsidies.
To help them better handle new pressures stemming from the popularity of social media and smart devices, a new Character and Citizenship Education curriculum will place more emphasis on cyber wellness and mental health education.
Schools will spend about 50 per cent more time discussing cyber-wellness issues with students.
Climate resilience was a hot topic. The Centre for Climate Research Singapore has projected that by 2100, the mean sea level around Singapore will rise by up to 1m.
To ensure better flood protection, a $5 billion coastal and flood protection fund will be set up in the PUB.
To encourage the use of electric vehicles (EVs), more charging infrastructure will be provided, starting with public carparks. There will be up to 28,000 public charging points by 2030.
An EV Early Adoption Incentive will narrow the upfront cost difference between an EV and an equivalent internal combustion engine vehicle by up to $20,000.
To ""green the fleet"", all new public bus purchases will be cleaner energy buses, including electric or hybrid buses.
A group of workers came in for special attention this year.
For those in their 40s to 50s - who shoulder heavy family commitments and risk being retrenched - the Government will incentivise employers to hire them through reskilling programmes such as Place-and-Train.
From April 1, it will boost salary support for all workers aged 40 and above enrolled in such programmes, from 70 per cent to 90 per cent.
Through programmes like TechSkills Accelerator Mid-Career Advance, Singaporeans aged 40 and above can enter emerging technology sectors while being trained and receiving a salary.


Freelancers, whose earnings have been badly hit, will welcome a $36 million scheme to help them upgrade their skills. They will get a training allowance of $7.50 an hour when they attend SkillsFuture courses.
Mr Louis Ng (Nee Soo GRC) noted that the public service already has childcare sick leave and paid parent-care leave, and pushed for these schemes to be made available to all workers in the private sector.
Persons with disabilities were highlighted by MPs such as Dr Intan Azura Mokhtar (Ang Mo Kio GRC), Ms Rahayu Mahzam (Jurong GRC) and Ms Cheryl Chan (Fengshan).
Training course fee subsidies for this group will be raised. Their employers will also get help with salary offsets, capped at $400 a month in the form of a new Enabling Employment Credit.
Fee subsidies for special student care centres have been raised, so most families that qualify will pay 30 to 80 per cent less on average. For disability services, SG Enable will be the single touchpoint.
Single unwed parents can now buy three-room build-to-order (BTO) flats in non-mature estates, on top of the previous two-room and resale options.
Social inclusion extends to transport too. The Mobility Assistance for the Visually Impaired and Selected Users (Mavis), which alerts bus drivers to visually impaired commuters boarding and alighting, will be expanded to bus services that serve institutions such as the Singapore Association of the Visually Handicapped.
Schools will devote more attention to mental wellness and peer support, as part of curriculum changes to teach students when and how to seek help, as well as develop empathy and care towards those with mental health issues.
Similarly, polytechnics and the Institute for Technical Education have worked with the Health Promotion Board to develop mental health resources for students.
Employers can soon turn to a Tripartite Advisory on mental well-being to learn how to access anonymised external counselling service for their staff, or train supervisors to identify mental health symptoms early.
Caregivers of people with mental health conditions will get more support under a programme that involves hospitals and community partners like social service agencies. Details are being worked out.
They will receive information such as disease progression and expected care needs, and be linked up with relevant health, financial and social support services.
A Youth Mental Well-being Network will also be set up to bring together people who are keen to help those with mental health issues.
Responding to Nominated MP Anthea Ong and Workers' Party Non-Constituency MP Daniel Goh's questions on long wait times, affordability and the vulnerabilities of lesbian, gay, bisexual, transgender and queer (LGBTQ) persons, Senior Minister of State for Health Amy Khor assured that there will be a whole-of-government review of Singapore's mental healthcare system.


A cyber-security label similar to the energy-efficiency labels on home appliances will be rolled out, to help buyers of smart devices better judge how exposed they are to cyber risks.
This label will be stuck on Wi-Fi routers and smart home hubs for a start. The labelling scheme will be extended to more Internet of Things (IoT) or connected devices.
As part of the war on diabetes, from end-2021, pre-packaged drinks with high sugar or saturated fat content will have to be labelled with grades ranging from A to D, with D being the unhealthiest. Retailers will also be banned from advertising D-grade drinks on all media platforms.
The same measures will be applied to freshly prepared drinks, such as those from bubble tea chains.
Charities are not spared - work is afoot to grade them using a regulatory compliance indicator.
Each charity's profile on an online portal will show whether it has met the minimum 80 per cent compliance prescribed in the Code of Governance for Charities and Institutions of a Public Character (IPCs), and whether the audit opinion in the independent auditor's report on the charity's financial statements has been qualified.
In this year's ""Unity Budget"", partnership under the Singapore Together movement - where the Government and Singaporeans co-create policy solutions - was the buzzword of the day.
Almost every speech stressed the need for collaboration.
Even as the Health Ministry rolled out new nutrition labelling and advertising restrictions for sugary drinks, MPs stressed the need for citizens to take ownership of their exercise and diet.
The Government is also putting money where its mouth is, setting aside $250 million to work with citizens on community projects.
A $50 million SG Eco Fund will also be launched to boost sustainability efforts among people and companies.
As Leader of the House Grace Fu said on the final day of debate: ""The momentum is clear. Singaporeans can and want to play a bigger role in shaping Singapore.
""Government agencies will be opening up many more opportunities for Singaporeans from all walks of life, all segments of the society, to co- create and co-deliver initiatives to make Singapore a resilient nation, a city of possibilities, a society with opportunities for all, and a caring and cohesive community."""
44,https://www.straitstimes.com/sport/football/football-five-things-to-know-about-manchester-united-striker-odion-ighalo,Football: 5 things to know about Manchester United striker Odion Ighalo,"Nigerian striker Odion Ighalo has three goals from just two starts for Manchester United after yesterday's FA Cup fifth-round clash against Derby County. The 30 year-old netted a brace in the 3-0 win over the Championship side.
He overshadowed Derby player-coach Wayne Rooney, who was facing his former club for the first time since returning to England from Major League Soccer outift DC United last year.
Here are five things to know about Ighalo:
1. He is the first Nigerian to play for United after joining his boyhood club on loan from Chinese Super League outfit Shanghai Greenland Shenhua until June 30, 2020.
He went through a 14-day quarantine period before linking up with his new teammates as a precaution due to the coronavirus outbreak.
2. He dedicated his first United goal - against FC Brugge in the Europa League - to his sister Mary. She died at the age of 43 last December.
""She is a Man United fan. We prayed for this moment to play for United,"" Ighalo said after the last-32, second-leg match. ""Unfortunately she is not here to see me doing that. I promised I would dedicate every goal I scored.""
3. His poor family background inspired him to start up the Ighalo Orphanage Foundation in Lagos in 2017. He grew up in a slum.
""Back then in Ajegunle, it was difficult to live, difficult to eat and that is why I thank God. My parents didn't always have what we wanted or needed, we had to struggle,"" he told The Guardian.
4. His first pair of football boots were bought with money earned from selling bottled water and soft drinks. They were adidas Copa Mundials.
5. In 2015, Ighalo made his debut for the Nigeria national team. He represented his country at the 2018 World Cup and was the top scorer in their 2019 Africa Cup of Nations qualification campaign and at the continental tournament, where they finished third."
45,https://www.straitstimes.com/lifestyle/the-life-list-7-stunning-libraries-around-the-world,The Life List: 7 stunning libraries around the world,"SINGAPORE - Public libraries are treasure troves of knowledge and quiet calm where everyone is welcome. By the end of next year, residents in Punggol will get to enjoy the new Punggol Regional Library, which has been designed to be more inclusive. Besides facilities like calming zones for children with special needs, it will also provide services for users with disabilities.
The National Library Board (NLB) also plans to revamp eight other libraries from now till 2026, including Central Public Library, Choa Chu Kang Public Library and Queenstown Public Library.
The Straits Times looks at seven other libraries around the world famed for their good books and good looks.


This Colosseum-inspired library at the heart of downtown Vancouver is known for its stately granite walls curving into an unmistakable oval shape.
It has nine storeys, including a rooftop garden flourishing with local plant species like lavender, white roses and coral bark maple trees.
Between the second and third floors, visitors can catch a glimpse of a locked treasure chest containing items from the time of the library's opening in 1995. The time capsule will be opened again on its 45th anniversary in 2040.


With panels of dark wood and ornate cast iron, the Mortlock Chamber of this library could quite possibly set the stage for a Victorian-era period drama. The chamber was opened in 1884 as an expansion of the main building, which opened first in 1860, and some of the original wallpaper and lamps have been preserved.
During the day, plenty of natural light spills into the chamber from the glass-domed lantern roof overhead. The State Library has about 60km of shelves lined with books in total. It is fully wheelchair accessible, and hearing loops, an assisted listening technology, are available for visitors who are hearing impaired.


Resembling a large treehouse, this eco-friendly library stands amid the leafy environs of the Beitou hot springs. It was built in 2006, constructed mainly with wood and steel, and has a sloping roof where rainwater is collected for watering the plants or flushing toilets. Up on the roof, there are also solar panels and a layer of soil which provides thermal insulation.
Visitors can cosy up with a book inside, or head to one of the balconies to admire sweeping views of the surrounding gardens.


Nicknamed The Eye, this library is stunning and futuristic, if a little dystopian-looking.
A paper-white, spherical auditorium sits at the centre of the room, circled by five-storey-high undulating terraced bookshelves. From the entrance, it resembles the gleaming pupil of a watchful eye. Since opening in 2017, Tianjin Binhai Library has attracted thousands of visitors who come to admire the seemingly endless rows of books. Although the shelves do have the capacity for over a million volumes, however, most of the colourful book spines are actually just printed images.


With towering 13m-tall bookshelves and neon lights, this library is the star of Coex shopping mall. Since its opening in 2017, shoppers have had access to staggering shelves filled with some 50,000 Korean and international titles, just steps away from the escalators, restaurants and retail outlets. Though Starfield Library does not have a borrowing system yet, visitors can peruse their collection while getting comfortable on the plush sofas and many benches.


Nestled within the grassy groves of Akita International University, this library is a haven of peace and tranquility. It was constructed with cedar grown in the Akita prefecture, enveloping visitors with a woodsy fragrance when they step inside.
Many come to marvel at the intricate parasol-shaped roof, while students regularly pore over their notes in chairs that have been colour-coded by height to provide maximum comfort.
It was built in 2008, and is open to the students of the University 24 hours a day, earning itself the tagline ""the library that never sleeps"".


From the ground floor, the shelves of this ""mega library"" appear as though they are floating overhead. Like something out of a fantasy novel, it is easy for readers to literally lose themselves in the whirlwind of words here.
The bookshelves can hold more than two million items, divided by transparent walls, deliberately mismatched levels, and a labyrinth of balconies. Biblioteca Vasconcelos was inauguarated in 2006 and spans about 38,000 sq m, about the size of seven football fields."
46,https://www.straitstimes.com/lifestyle/food/the-life-list-as-old-or-older-than-tan-hock-seng-cake-shop-7-eateries-over-80-years,The Life List: 7 old-school eateries with over 80 years of history ,"SINGAPORE - Regulars of 89-year-old pastry shop Tan Hock Seng Cake Shop were relieved to hear recent news that the shop would have its lease extended for another year, after earlier fears that it might have to shutter for good.
Besides this bakery in Telok Ayer Street, there are other venerable eateries that have stood the test of time. The Straits Times picks out seven eateries over 80 years old that you should visit to taste a slice of history.
Where: 1 Beach Rd, tel: 6412-1816
Open: 6.30am to 10.30am, 12pm to 2pm, 6.30pm to 10pm daily
Started in 1892 as part of Raffles Hotel Singapore, the 128-year-old Tiffin Room offers delectable North Indian cuisine. Dishes are served in copper tiffin boxes, reminiscent of the traditional lunchboxes used in Indian culture.
Due to the ongoing coronavirus outbreak, the restaurant will not be offering its usual lunch and dinner buffets. Instead, it features a new Holi lunch and dinner set menu, which are four and five courses respectively. Highlights include Kachori Chaat, a mix of potato, tamarind and refreshing mint chutney enveloped in a crispy deep-fried stuffed bread, and Paneer Butter Masala, a creamy and rich vegetarian delicacy.
Prices start at $68++ for the Holi lunch menu and $78++ for the dinner menu.


Where: 697-699 North Bridge Rd, tel: 6298-6320
Open: 7am to 11pm daily
The 112-year-old Indian-Muslim restaurant Zam Zam has been serving popular dishes such as nasi briyani, murtabak and roti prata since it first opened in 1908. Open seven days a week, Zam Zam stands out for its methods of preparing traditional dishes. Its murtabak, for example, is layered with an egg on top of the dough and sprinkled with minced meat, giving the stuffed dish extra crispiness.
Zam Zam's murtabak comes in five varieties and prices range from $5 for a small beef murtabak to $20 for a large deer murtabak.


Where: 745 North Bridge Rd, tel: 6298-7563
Open: 10am to 10pm daily
Established nearly a century ago, Halal eatery Islamic Restaurant is one of the first restaurants to serve nasi briyani here in 1921. It continues to serve delectable North Indian dishes to customers.
Interestingly, Islamic Restaurant's nasi briyani is not as rich and fiery as the Indian version. Instead, it draws on Middle Eastern influences for its secret blend of about 25 spices for the meat marinade.
The eatery also offers catering and has been doing so since it started cooking for events at the British High Commission and for a buffet lunch at the Padang for British expatriates in the 1920s.


Where: Five outlets island-wide, various opening times
Started by a Brahmin family, the 96-year-old Ananda Bhavan is the oldest Indian vegetarian restaurant in Singapore.
From chaat to thosai, diners can enjoy a wide selection of North and South Indian as well as Indian-Chinese cuisines. Favourites include appam ($5), mysoor masala thosai ($7) and briyani set meal ($9.50).
In 2017, the restaurant even entered the Singapore book of records for making Singapore's largest ever murukku, a deep fried snack typically made with rice and dal flour.
The business has five locations, but the flagship 24-hour restaurant is located nearby in Little India, across from Mustafa department store.


Where: 52-56 Upper Cross St, tel: 6449-5030
Open: 11am to 2.30pm and 6pm to 10pm from Monday to Thursday, 11am to 2.30pm and 5.30pm to 10pm from Friday to Sunday
As one of Singapore's oldest family-run Chinese restaurants, Spring Court first began as a makeshift stall started by the late Ho Loke Yee at Great World Amusement Park.
The 91-year-old restaurant is also credited with playing a large role in developing Singaporean Chinese cuisine in Straits Times Press publication Delicious Heirlooms. These dishes, which typically feature stronger flavours, include claypot chilli crab, roasted chicken with minced prawn ($24) and double-boiled chicken stuffed with bird's nest in superior soup ($398).


Where: 285 South Bridge Rd, tel: 6223-3469
Open: 9am to 9pm daily
Known for its diamond-shaped egg tarts ($1.90), the 85-year-old bakery still operates from its original shop in Chinatown. Its egg tarts' thin and flaky crust can be attributed to how they are made - employees roll and mould the pastries by hand.
The bakery is adamant on continuing this labour-intensive tradition as the taste of the pastry is altered when machines are used to make them, fourth generation owner Ana Fong shared in an interview with The New Paper in 2016.
Other pastries Tong Heng offers include coconut egg tarts ($2.20) and mini moon cakes ($3.20)


Where: 19 Purvis Street, tel: 6337-4640
Open: 11.30am to 9pm daily
Opened in 1935 by Mr Lim Kim Choon, 85-year-old Chin Chin Eating House was originally located at 24 Seah Street. It is widely recognised for its Hainanese chicken rice and pork chop ($6).
After Mr Lim died, his son, Mr Lim Hong Pow took over and ran the business with his wife, Madam Tan Quee Wah, until 2002, when the couple, both aged 72, decided to close the business as their rented shophouse was due for redevelopment.
In 2003, due to overwhelming response from former customers, the younger Lim's sons, Randy and Dennis, re-opened the eatery."
47,https://www.straitstimes.com/singapore/health/coronavirus-5-good-personal-hygiene-practices-to-keep-the-virus-at-bay,Coronavirus: 5 good personal hygiene practices to keep the virus at bay,"SINGAPORE - A new multi-agency task force has been formed to raise the standards of cleanliness and public hygiene in Singapore, the Ministry of Environment and Water Resources said on Friday (March 6).
The SG Clean Taskforce aims to ensure the cleanliness of public spaces, encourage good personal hygiene and adjust social norms to reduce the spread of diseases.
Here are five personal hygiene habits that the task force recommended on Friday:
After using tissue paper to sneeze, cough or blow your nose, wrap it with another piece of clean tissue paper and throw them away in a dustbin. In hawker centres, do not leave soiled tissue paper on the table for cleaners to pick up.
The virus has spread in two clusters through group meals. It is best not to share food. If group meals cannot be avoided, using serving spoons can prevent germs spreading from one person to another.
This will prevent food from spilling or dripping from plates and bowls onto the tables, and cleaners having to pick them up, potentially spreading diseases.
This will reduce the spread of diseases and viruses such as Covid-19 and dengue within the community."
48,https://www.straitstimes.com/lifestyle/entertainment/the-life-list-five-chinese-fantasy-series-to-watch,The Life List: Five Chinese fantasy series to watch,"SINGAPORE - Want to get on the Chinese fantasy drama train but do not know where to start? The Straits Times highlights five of the most talked-about and beloved fantasy offerings from China in recent years.
Netflix and meWatch, and currently airing on Channel 8 on weekdays at 11pm"
49,https://www.straitstimes.com/tags/public-sector-careers-2019,Careers in the Public Sector: No detail is too small,
