title,company,JD,link,location,date
Regional Business Analyst,Micron Technology,"Listing InfoJob DescriptionAs a Regional Business Analyst (RBA), you will be responsible for coordinating regional demand and revenue forecast processes to meet business objectives. In this role, you will collaborate as a partner with Demand Management (DM), Sales Finance (SF), and Sales Management (SM) to provide and communicate updates on the health of the business.  You will identify gaps, risks and opportunities and proactively work to ensure both regional and corporate teams are aligned to weekly changes to the sales plan. ResponsibilitiesPartner with regional sales leader to run and grow the business Align with Regional Sales Leader (RSL) on their priorities; identify and drive relevant actions. Incorporate Micron’s strategic business plan to help drive Regional goals. Implement, maintain, and develop the Revenue Model Dashboard and the process with the Regional Sales Leader to review sales plan and sales lock activities; provide analysis and recommendations to RSL for strategic decision making. Identify and communicate supply and demand risks and opportunities to provide clarity of the sales plan and drive sales goals within the Region; follow up on action items identified. Provide regional weekly updates on performance to Sales Plan for WW Executive Sales Ops Review. Communicate changes and issues that may impact regional business.  Collaborate with Demand Management (DM), Sales Finance (SF), And Sales Management (SM) to maintain clarity and accuracy in sales planUtilize the Revenue Model to provide DM, SF and SM a set of indicators highlighting gaps, opportunities, supply, and/or forecast changes which may impact the sales plan revenue or linearity. Set up and run regional sales plan process and review meetings. Maintain Proposed Sales Plan in APO DP to reflect agreed changes.  Develop, maintain and drive Field Sales forecast and Requested Customer Support Plan (RCSP) processesMonitor field sales forecast accuracy (to be defined later) on agreed target customers. Subject matter expert for APO DP forecasting tools and processes for the FSF and RCSP; develop efficient tools to maintain accurate forecasts. Ensure key timelines are communicated to the Regional Sales and Regional Sales Operations teams. Understand how changes to the Customer Hierarchy will impact the Sales plan and Revenue Model, and recommend and communicate needed changes to key stake holders. Identify and communicate high level gaps of backlog to CSP or gaps of backlog to Sales plan and drive to closure. Collect historical data from Forecast Extract Report and provide month to month report to Sales team.  Develop, Maintain, and drive Sales Planning processes  Ensure key timelines are communicated to the Regional Sales and Regional Sales Operations teams Act as subject matter expert on questions regarding process and tool Coordinate transfer business to avoid double-forecasting Own and maintain the regional forecast buckets Take responsibility for the Customer Hierarchy regional ownership and hierarchy, including maintaining and communicating the Named Customers within the region for both demand forecast and revenue tracking Identify and drive actions at a high level to close backlog gaps or excess backlog Coordinate specific supply shortages and/or allocations working with RSL, GTAM and Regional Sales Operations Manager on priorities  Perform EHSS Health/Safety ResponsibilitiesObserve all established EHSS policies, requirements and procedures Read and adhere to all EHSS guidelines included in work instructions. This information should include the hazards associated with the process or operation being performed, and what personal protective equipment is necessary to ensure the safety and health of the team member doing the work Report any conditions or behaviors that are contrary to EHSS policies or procedures Participate in pro-active EHSS performance activities and encouraging other Team Members to do so as well Cooperate with all audits  RequirementsMinimum a bachelors degree or relevant experiences 5 years of experience in sales and semiconductor industry Strong interpersonal and facilitation skills with the ability to work effectively with a variety of people Ability to analyze stakeholder needs and define requirements for a solution Strong communication skills, the ability to assemble, analyze, and evaluate data and provide well-reasoned recommendations and decisions. Self-direction and the ability to multitask and prioritize. Excellent organizational skills with a strong attention to detail. Expert level skills in Excel, Proclarity and Microsoft reporting Ability to lead without authority Understands management direction and is empowered to get there without management intervention Ability to deal with ambiguity Ability to adapt communication style depending on audience Strong influencing skills Ability to foster strong collaboration across teams, regions and teams and organizations  Working Location: 8 Ang Mo Kio Ave 12, Singapore 569709   It has been and will continue to be the policy of Micron to administer all human resource actions and benefits without regard to race, religion, color, sex, national origin, age, disability, sexual orientation, veteran's or other legally-protected status. Each manager, supervisor, and team member is responsible for carrying out this policy.The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters. To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).Keywords:Singapore || Central Singapore (SG-01) || Singapore (SG) || SGA || Experienced || Regular || Sales || [[mfield1]] ||",https://sg.linkedin.com/jobs2/view/76745761?trk=jserp_job_details_text,"Singapore, SG","Aug 5, 2015"
Financial Analyst (Junior),Dimension Data,"Do you want to be the person who exceeds your potential?  If you have a desire to succeed and drive your own career, Dimension data offers you the opportunity to make that happen. We're positioned to lead the change in the biggest transformation that the IT industry has seen in decades - and we need your talent, skill and ambitious ideas. As a Global Top Employer to over 28,000 great people in more than 8 countries, you'll be working with teams across the world. You'll be doing great things for our clients and helping them achieve their business ambitions.  We are currently looking for a Junior Finance Analyst to support the business in achieving its strategic objectives.What we expect you to doReporting to Senior Financial AnalystBe business partner to Managed Services Business Unit (BU) and IT Outsourcing sub-BU, including providing financial supportWork with respective business partner to forecast and budget revenue and profit for the respective BU.Responsible for timely project tracking, revenue and margin analysis. Responsible for month end closing process, reporting and analysis, including SAP Revenue and Costing Modules.Responsible for forecasting, actual tracking and budget processOther ad hoc duties as assigned           (* Singaporeans preferred)            Primary LocationASIA-SG-SingaporeRecruiterCarmen TooHere's what we are looking for in candidates for this job    Diploma/Degree in Accountancy    Strong in MS Excel application    Must be meticulous    Preferably with 1 - 3 years of experience in financial analysis    SAP knowledge       Able to work with tight schedule and under pressure    Able to multi-task    Team playerDiversity in Dimension DataWe have a global culture that embraces diversity. Dimension data respects the diverse experiences and individual beliefs of its employees. As such, Dimension data is committed to an inclusive workplace for all and we're proud to provide equal employment opportunities for all qualified applicants.",https://sg.linkedin.com/jobs2/view/74293740?trk=jserp_job_details_text,"Singapore, SG","Jul 23, 2015"
Senior Financial Analyst,Visa,"Listing InfoSenior Financial AnalystLocation : Singapore-Singapore-SingaporeOrganization : FinanceJob : Financial AnalysisJob Number :154345DescriptionCommon Purpose, Uncommon Opportunity. Everyone at Visa works with one goal in mind – making sure that Visa is the best way to pay and be paid, for everyone everywhere. This is our global vision and the common purpose that unites the entire Visa team. As a global payments technology company, tech is at the heart of what we do: Our VisaNet network processes over 13,000 transactions per second for people and businesses around the world, enabling them to use digital currency instead of cash and checks. We are also global advocates for financial inclusion, working with partners around the world to help those who lack access to financial services join the global economy. Visa’s sponsorships, including the Olympics and FIFA™ World Cup, celebrate teamwork, diversity, and excellence throughout the world. If you have a passion to make a difference in the lives of people around the world, Visa offers an uncommon opportunity to build a strong, thriving career. Visa is fueled by our team of talented employees who continuously raise the bar on delivering the convenience and security of digital currency to people all over the world. Join our team and find out how Visa is everywhere you want to be.Position SummaryThe Senior Financial Analyst position will partner the Finance Director (FBP) to support the Business Function teams in terms of budgeting, forecasting, financial reporting, variance analyses, data modeling and analytics, and contribute to preparing ad hoc business briefs & analysis.ResponsibilitiesSupport the forecasting process for the Business Function teams in AP. Provide guidance to Business Functions to achieve realistic and timely forecasts. Support the business and finance teams in the preparation of budget and forecast reports to support management review of financial outcomes.Review forecast/budget submissions and perform an independent challenge to improve accuracy of forecasts. Analyze spending trends and recommend to Finance management a handicap to forecasts if requiredProvide advisory and consultative support to Business Function teams on finance related areas including accounting policies and other compliance requirements.Prepare reports analyzing variances to targets and assist the finance business partner and business teams track and evaluate their performance to forecast and budgets.Acquires and maintains a deep understanding of the strategies, priorities, and issues related to the assigned functional areas.Collaborates easily and successfully with all levels of management in a matrix organization structure.Operates with minimal supervision and able to make informed, well-reasoned decisions independently.Thrives on an environment that is fast-paced, rapidly changing, and customer service-oriented.QualificationsProfessionalBachelor’s degree in Accounting, Finance, Economics, or a related field required.Professional qualifications such as CPA, CFA, or advance graduate degrees MBA or MS desirable but not necessary.Strong communications skills, both written and verbal absolutely mandatory.TechnicalAdvanced proficiency in Microsoft applications (Excel, Word and PowerPoint)Working knowledge in financial planning systems such as TM1 and HyperionExcellent analytical, problem solving, presentation and communication skillsExcellent knowledge of forecasting techniquesAbility to contribute new ideas and find solutions to business challenges.Strong business and accounting background, especially revenue/expense recognition rulesBusiness6+ years of experience in finance-related field, with at least 3 years in financial analysis role, preferably from within a large, multi-national, publicly-traded corporationExtensive experience in financial forecasting and modelingStrong interest in / knowledge of the bankcard industryMust be proactive, high-energy, motivated team player capable of delivering on multiple initiatives.Eye for details, ability to spot errors and inconsistencies.",https://sg.linkedin.com/jobs2/view/76475160?trk=jserp_job_details_text,"Singapore, SG","Aug 4, 2015"
Project Management Analyst,Citi,"Job Purpose And ContextReporting to the Asia Pacific O&T CAO, the Program Manager supports the senior O&T leadership and drives strategic O&T initiatives across the region. The scope of work will include engagement and management of stakeholders across global/country/product/functions.Areas Of Focus IncludeManagement support and reportingInitiatives include E2.0, CSC growth, standardization and digitizationSupport Regional HR engagements and community eventsJob DescriptionPlanning - Work with products, functions and country teams to develop O&T goals and priorities, scorecards and organize periodic business reviews with senior leadershipCommunication – Develop effective management communication and presentations to disseminate relevant information within Citi or transmitting organizational information to Board of Directors, Regulators and other government bodiesProject ManagementIncubate cross-function/cross-regional initiatives and transition them to the appropriate group for ongoing execution and oversightLeverage Asia O&T forums (including operating committee meetings,) to strengthen operating discipline and governance over execution of key regional prioritiesWork synergistically with ICG, GCG and EO&T functions and provide required oversight and ensure timely progress updates to senior managementDecisions Management – Develop an effective decisions process through comprehensive analysis of data, both internal (organizational performance) and external (industry) to provide context, insights and drive management decisionsInformation Management - Adapt to multiple roles to understand broad aspects of the following areas (may be a specialist in one or more):Financials – Outlook, expense budgets and productivity savesRisk and Control – Key priorities (MCA, IBAM and Regulatory reviews)Technology – Infrastructure and Technology roadmap (common platforms and execution 2.0)Operations overview – Products and functions (business lines)Broad knowledge enterprise functions such as ESC, CRS and CSSPerformance monitoring and reporting - Monitoring and preparing analytics for management reports including MOR, weekly reports, scorecard and quarterly reviewsSkills And CompetenciesExcellent communication and presentation skillsAbility to adapt to a rapidly changing environmentStrong planning, organizational and interpersonal skillsLeadership and professional maturityStrong negotiation and influencing skillsPrimary Location: Singapore,Singapore,SingaporeEducation: NoneJob Function: OperationsTravel Time: NoJob ID: 15056672",https://sg.linkedin.com/jobs2/view/76463002?trk=jserp_job_details_text,"Singapore, SG","Aug 4, 2015"
"Credit Risk Modelling Analyst, Risk Portfolio Management_HH1",OCBC Bank,"Excellent opportunity for an experienced credit risk professional to join a high-performing and evolving risk portfolio management function.Job Description Develop, implement and maintain credit risk analytic models for the measurement and management of credit risk for different segments of the Bank’s portfolios. Develop and maintain user requirements, parameters and configurations of rating systems Active engagement with stakeholders to develop analytic solutions using outputs from such models in credit decisioning, business strategies, risk appetite setting and capital assessmentKey Roles & Responsibilities Develop, implement and maintain credit rating model to ensure ongoing accuracy, compliance and relevance given the ongoing changes in economic, business and regulatory environment. Monitor and back test performance of the models. Work closely with model validation to ensure adherence to the governance framework and ensure timely closure of validation issues. Work closely with business and risk management to provide value adding risk analytics solutions for the enhancement of risk-return tradeoff in credit decisioning, business strategies, risk appetite setting and capital assessment.QualificationsGood university degree in a quantitative discipline (e.g. Mathematics, Statistics, Financial Engineering etc) with a clear ability for handling data and performing quantitative analysis. Analytical and independent thinker with strong written and verbal communication skills especially in explaining complex technical subjects in a simple/pragmatic way to business and senior management Strong computational skills preferably in SAS or SQL At least 3 years of relevant experience in a related area",https://sg.linkedin.com/jobs2/view/62302379?trk=jserp_job_details_text,Singapore,"Aug 4, 2015"
"Global Operations Analyst (6 Months Contract, Renewable)",Huntsman,"Provide timely monthly and quarterly reporting for Global Operations, including preparation of KPI dashboard for Global Operations with analytical overview, consolidation of monthly forecast from sites Assist in review of actual vs forecast spending after month end closing & follow up with sites to close gap or correct  accounting entries Assist Performance manager in the quarterly preparation of inventory provision for obsolescence;  Work closely with site owners across different manufacturing plants and trading organizations in the review of inventory for stock provision Monitor monthly inventory disposal against provisions & work with sites for abnormalities Timely consolidation of Global Operations monthly KPIs and dashboards to monitor progress on agreed target Assist in the annual budget exercise, including consolidation of budget submissions from site leaders & adhoc projects & reports as necessary   Key Requirements 2-3 years relevant experience in Financial analytics & reporting Good working knowledge of SAP and MS Office (especially Excel) Accounting & Costing background Eye for detail, Good Analytical skills an advantage Focus on delivery of results Any personal data that you provide to Huntsman International LLC, its subsidiaries or its affiliates (together, ""Huntsman"") as part of the online recruitment process and/or otherwise for potential employment (including any sensitive personal data) will be handled according to Huntsman's Notice about the Processing of Personal Data of Applicants, which is located on the Company's privacy page at www.Huntsman.com*LI-DF1   Thank you for your application. We regret to inform that only shortlisted candidates will be notified.",https://sg.linkedin.com/jobs2/view/76470854?trk=jserp_job_details_text,"Singapore, SG","Aug 4, 2015"
"Industry Analyst, Domestic Business",Google,"Businesses that partner with Google come in all shapes, sizes and market caps, and no one Google advertising solution works for all. Your knowledge of online media combined with your communication skills and analytical abilities shapes how new and existing business grow. Using your influencing and relationship-building skills, you provide Google-caliber client service, research and market analysis. You anticipate how decisions are made, persistently explore and uncover the business needs of Google's key clients and understand how our range of product offerings can grow their business. Working with them, you set the vision and the strategy for how their advertising can reach thousands of users.Reporting into the Domestic Business Head, this is a customer facing position with a heavy focus on quantitative skills and industry research. As Industry Analyst, you have the ability to leverage internal and 3rd party data-sets to build creative and compelling business cases to accelerate digital adoption across Singapore working with agencies and client teams. This is a position that requires a sharp, analytical mind, and an entrepreneurial spirit. Armed with deep knowledge of Google products, marketing trends, individual client needs, and macro agency knowledge, you’ll brainstorm, develop and refine compelling, and customized concepts, marketing plans, narratives and stories. You are data driven in your approach and are skillful in analyzing/interpreting business issues and translating them to solutions.Among your many attributes, you are analytical but practical, persuasive, self-starting, a natural leader, strong communicator and skilled at solving problems and explaining complex issues. You possess excellent communication/presentation skills at the senior level as well as the ability to work closely and constructively with all areas of the business. You're particularly adept at story telling, and are comfortable working in a dynamic, challenging environment.Responsibilities Lead the development of business-relevant conclusions from analysis and the effective communication of them; own specific data-sets and related analysis. Support industry and thought leadership development including market research and econometrics. Define and prioritize results-focused analysis and research to support sales objectives and cross-functional coordination. Utilize and translate existing data and tools into actionable insights and strategies for clients. Develop best practices and benchmarking initiatives and tools to optimize client relationships. Communicate effectively with English-speaking clients. Minimum qualifications  BA/BS degree or equivalent practical experience. Preferred qualifications MBA or advanced professional degree. Experience with spreadsheet software and data analysis tools. Knowledge of the media industry in Singapore. Exceptional presentation development skills. Excellent written and oral communication skills in English.  AreaOur Large Customer Sales teams partner closely with many of the world’s biggest advertisers and agencies to develop digital solutions that build strong businesses and brands. We enjoy a bird’s eye view on the massive transformation occurring as advertising shifts to mobile and online platforms. We're uniquely situated to help shape how companies grow their businesses in the digital age. We advise clients on Google's broad range of products across search, video and mobile to help them connect instantly and seamlessly with their audiences.Sales & Account Management Transform the way companies interact with customers and help businesses grow. Learn more about our Sales & Account Management teams Singapore Like the country itself, Google Singapore is a cultural melting pot and an epicenter for business in Southeast Asia. As the business headquarters for the booming Asia-Pacific region, Singagooglers tackle a broad range of market challenges and play a central role in Google’s global strategy to reach millions of users. Learn more about our Singapore office",https://sg.linkedin.com/jobs2/view/55421714?trk=jserp_job_details_text,Singapore,"Aug 3, 2015"
Analyst - Customer Analytics,OCBC Bank,"Overall Job Purpose:  Work with specific client groups in the Consumer Bank to understand their business challenges & identify areas where Customer analytics techniques could help them overcome these challenges and realise new opportunities   Support planning, development, execution and tracking of targeted Direct Marketing activity across multiple channels   Develop data-driven actionable customer insights to support marketing and sales and service communications.   Deploy market leading analytics techniques (such as predictive modeling, event marketing, optimisation and customer segmentation) to improve marketing effectiveness, drive up cross sales and deepen customer engagement.   Support, customize and enhance reporting initiatives in the area of Customer Analytics including effectiveness and efficiency evaluations (post-campaign analysis).  Roles & Responsibilities: Generate actionable customer insight to improve key business outcomesSupport the deployment of world-class marketing analytics capabilities and practices to improve marketing effectiveness and efficiency of the OCBC Consumer Financial Services division. This includes: Development and execution of marketing campaigns & event triggers to support customer acquisition, cross & upselling and account activation goals within the Consumer Banking business.   Conducting data discovery and other data exploration activities to identify emerging trends and business opportunities for Wealth Management and Affluent Banking areas.   Development and ongoing management of campaign reporting, analysis and derivation of key customer metrics.   Design of management reporting dashboards using Qlikview.   Provision of ongoing support to segment and product management in the profiling and segmentation of customers as well as conduct of tactical mining to support their business initiatives.   Regular interaction with product and segment managers to understand their business objectives. Proactive recommendation on how you think analytics could help them achieve their goals. Qualifications General Knowledge & Experience:  Understanding of banking, insurance or financial services preferred  Understanding of the role of analytical marketers  Exposure to data management and analysis functions  Specific Functional / Technical Knowledge & Experience: Exposure to financial services database, analytical marketing or campaign management functions.  Ability to analyse, identify, visualize and describe key trends within large datasets  Ideally has prior experience of Campaign Management (Unica, SAS EMA, Teradata Aprimo) and Direct Marketing tools and concepts  Some prior exposure to analytical software tools of leading analytical software tools (such as SAS, SPSS, R); leading database environments (Oracle, DB2, Teradata, SQL); reporting tools (Qlikview, Cognos) and/or contact management platforms (Siebel).  Competencies:  Curiosity and a real passion for understanding “why?”  Creativity to see possibilities within the data and explain these to non-technical business users  Ability to visualise and understand trends and patterns arising out of data analysis",https://sg.linkedin.com/jobs2/view/61350157?trk=jserp_job_details_text,Singapore,"Aug 3, 2015"
Forecasting Analyst,Xilinx,"Xilinx Is The World's Leading Provider Of All Programmable FPGAs, SoCs And 3D ICs. These Industry-leading Devices Are Coupled With a Next-generation Design Environment And IP To Serve a Broad Range Of Customer Needs, From Programmable Logic To Programmable Systems Integration. Our All Programmable Devices Underpin Today's Most Advanced Electronics. Among The Broad Range Of End Markets We Serve AreAerospace/Defense Automotive Broadcast Consumer High Performance Computing Industrial / Scientific / Medical (ISM) Wired Wireless The Supply Chain Forecast Analyst is a highly analytic position, requiring a balance between broad view business acumen and business analytics. The Forecast Analyst cross-functionally interacts with Finance, Sales, Marketing, and the extended Operations team, as well as having broad exposure to customers, markets, economic metrics, and supply chain trends.                        As the Supply Chain Forecast Analyst you will be actively formulating and enhancing the forecast model,algorithms, processes, and systems which generate the Xilinx production and revenue forecast.Primary LocationSingapore-Singapore-SingaporeJobSupply Chain / ProcurementJob PostingAug 2, 2015, 10:26:22 PMXilinx is an equal opportunity and affirmative action employer. Applicants and employees are treated throughout the employment process without regard to age, race, gender, religion, marital status and family responsibilities, disability or sexual orientation. The Successful Applicant Should PossessStrong analytical skills, including statistics and operations research, combined with practical business acumen, and a strong desire and ability to derive business intelligence from data. Knowledge in basic forecasting, inventory management and production planning. Working knowledge in database query language (PL/SQL), data analysis tools (Excel Macro), and supply chain applications (Oracle, i2) is highly valued. The ability to work cross-functionally with groups within Operations, Sales and Marketing. Excellent interpersonal and communications skills. At least a Bachelor’s degree  with an emphasis on Supply Chain Management, Operations Research, Statistics, Economics, Computational Finance, Industrial Engineering or Business Administration. 2 years of analyst experience in data-driven business environment would be advantageous.",https://sg.linkedin.com/jobs2/view/76262841?trk=jserp_job_details_text,"Singapore, SG","Aug 3, 2015"
Senior Brand Analyst,AAE (AirAsiaExpedia),"We are looking for a strong analyst to join our Brand measurement function. You will deliver optimisation tools and ROI measurement for the global brand measurement program.   We structure problems, extract and analyse data and present the findings to our internal clients. In addition our analysts manage the communication and relationships with internal customers across Expedia Worldwide.  We have a team of analysts who are determined to push the boundaries of analytics and embrace new technologies.  The Analytics team is essential to the company’s mission of becoming the world’s most intelligent travel marketplace.   Responsibilities Partner with Brand Marketing teams across Expedia Asia. Develop methodologies to optimise our existing brand performance at the TV spot level. Develop ROI methodologies for TV and other media, both online and offline. Work directly with media buying agencies where appropriate to ensure optimisation findings are actioned. Prioritise a complex and substantial work load, ensuring client expectations are managed and analytical resource is focused on the most valuable activities. Interact directly with multiple departments across the organisation.  Identify key analytical opportunities that deliver valuable business insight. Proactively engage with customers to assess existing and upcoming business needs and maintain regular communication to update customers on progress made on projects.   Qualifications, Work Experience and Education Guidelines   At least 2-3 years of Advertising measurement experience. Knowledge of the media landscape and external measurement tools. Demonstrated ability to work through complex business problems and partner with internal clients with a consultative approach. Well rounded commercial knowledge covering product and marketing.  Experience of ecommerce strongly preferred. Knowledge of and passion for Big Data , experience of Hadoop preferred.  Knowledge of SQL is highly preferred. Strong analytical/business modeling skills with ability to convert raw data into actionable business insights. Expert proficiency in Excel is required, especially with large data sets. Excellent verbal, written and data visualisation skills a must-have Experience of working in a global matrixed environment and ability to work with teams remotely. Understanding of intermediate/advanced statistics (including modeling techniques such as regression) would be a plus. Good degree in Economics/Maths/Business/technical field or related discipline preferred.",https://sg.linkedin.com/jobs2/view/65666517?trk=jserp_job_details_text,Singapore,"Aug 3, 2015"
Support Analyst,GroupM,"The GroupM Support Analyst is responsible for executing procedures to test, implement, support and maintain GroupM APAC’s solutions in the Singapore Local Market. The focus of this position will be to provide excellent end-user service, training, demo and technical support to Singapore user base. This will include: promote and champion the applications in the region, provide first and second level technical support for new releases and daily operations, actively participating in user acceptance testing, build end user training materials, lead end user training sessions, assist teams throughout the implementation process, contribute to the end user support portal and gather user requirements for the support and project team. This specific opening is for the Singapore Applications Team whose responsibilities cover a group of traditional and digital media applications, finance systems, data warehouse, reporting and data visualization platforms. Reporting of the role   This role reports to the Programme Associate Director, South East Asia, Asia Pacific Technology   3 best things about the job: Being the proxy to business and working in technology group, you get to play an influencing role on how technology solutions can, not only, meet the business requirements but also to shape the way business operates. You get to obtain insights on the latest trends in media industry through data. You get to wear jeans to work and talk to the coolest guys in the industry across the region. Measures of success – In 3 months, you would have: been up to speed with what our existing solutions can offer and articulate well to all stakeholders had a good grasp on our technology landscape at both conceptual and operational level been able to conduct demo and provide first level support In 6 months, you would have: been able to conduct second level support and training been able to understand technology solutions in a more intimate levels so that you can provide opinions and engage a deeper conversation with the technical delivery teams and external software vendors In 12 months, you would have: been able to lead and drive training plan independently able to support business champions in business process changes and, where needed, driving them to requirements for application changes Responsibilities of the role:   Support & Training Become an expert end user of media planning, monitoring, trading and finance applications. Develop in-depth and comprehensive knowledge of the functionality available; champion the products in the market. Provide excellent end-user service to the Singapore user base, actively working to provide solutions to business challenges. Attempt to analyse the cause of all problems and either provide the end users with a solution, workaround, or escalate Verify, manage, track and regularly communicate the status of issues  Conduct basic and advanced hands-on training and demo sessions for end users and be the primary point of contact in the local market;    Analysis & Implementation Obtain a thorough understanding of media planning, monitoring, trading and finance applications, processes and requirements. Work with teams throughout the implementation process; advise on best practices,  Help define, build and configure all of our products to a high standard. Testing & Documentation Actively participate in the evaluation and testing of new releases. Also work to engage and guide business users to test new releases of media planning, monitoring, trading and finance applications. Provide support during new releases  Assist in building end user training materials  GroupM Singapore operates in one of the most dynamic and exciting environments in the world. Although it is a small domestic market, there is a vibrant media industry which is undergoing rapid evolution as digital technology reshapes the way marketing supports advertisers’ needs. Being at the crossroads of Asia means that aside from the local clients and media owners, we also have a high proportion of multi-national clients and media owners. As the largest media investment management company in Singapore with over 41% market share (Recma) and over 650 employees, GroupM Singapore is the premiere organisation to join and develop a career ",https://sg.linkedin.com/jobs2/view/65666072?trk=jserp_job_details_text,"Regional HQ, 18 Cross St, China Sq Central ","Aug 3, 2015"
Google People Services Operations Specialist/Analyst,Google,"The Google People Services, Operations function is the services and program management group within People Operations that makes HR stuff easy and intuitive for Googlers. Our global team optimizes people processes, from problem definition to execution. We partner with teams across People Operations and in engineering to bring innovation and technology to the way we attract, retain and grow Googlers worldwide. We focus on providing an amazing experience to past, present and future Googlers, and work in Google’s fast-paced environment to deliver 100+ operational services, manage the contingent workforce and implement HR programs across 70+ countries. Regardless of location or level of experience, members of the Operations team have the opportunity to create, develop and implement some of the most complex global operations around the world.As an Operations Specialist/Analyst, you will perform core transactional work (inquiry response, data entry and reporting, data audits, etc.), problem-solve for special cases, as well as manage projects to improve existing processes, and migrate to new processes or systems, or roll out processes to new organizations. You will be assigned ownership for one or more Google People Services processes and will be responsible for managing the process, operating it reliably, and for continuous improvements. This may include management of other stakeholders involved such as vendors or other program partners.You pay excellent attention to detail, can be trusted to maintain a high degree of confidentiality, have superior organizational and time management skills, and are able to juggle multiple tasks while meeting strict deadlines. You have a bias for execution and a high level of drive and creativity to constantly improve your area of responsibility.The position is an excellent opportunity to get a broad introduction to People Operations at Google. You will have an opportunity to learn about a variety of People Operations' processes and to interact with stakeholders in different People Operations teams in APAC and globally. In addition, you will acquire skills in the areas of project/program management, process improvement, metrics and measurements, and vendor management.Responsibilities Manage one or more Google People Services processes and assume responsibility for operations, management, and continuous improvements of these processes. Define, collect and analyze process metrics. Improve processes, including identification of problems and opportunities for enhancement of process parameters (quality, error rates, turn-around time, and customer satisfaction, etc.). Operate a process of highly-reliable data entry around employee information, customer-friendly resolution of user inquiries, questions, and problems. Minimum qualifications BA/BS degree or equivalent practical experience. Preferred qualifications Experience with enterprise-type applications, human resources experience (in particular HRIS/HRMS administration and operations). Affinity to technology, including intermediate to advanced spreadsheet and document software, along with Web/Internet/HTML skills. Excellent customer service orientation, welcoming and helpful. Outstanding organizational, prioritization, and multitasking skills. Exceptional attention to detail and solid time management skills.  AreaGreat just isn't good enough for our People Operations team (you probably know us better as ""Human Resources""). Made up of equal parts HR professionals, former consultants and analysts, we're the champions of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them"" - we bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next great Googler, refining our core programs, developing talent or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field.People Operations Be the champions of Google's culture. Learn more about our People Operations teams Singapore Like the country itself, Google Singapore is a cultural melting pot and an epicenter for business in Southeast Asia. As the business headquarters for the booming Asia-Pacific region, Singagooglers tackle a broad range of market challenges and play a central role in Google’s global strategy to reach millions of users. Learn more about our Singapore office",https://sg.linkedin.com/jobs2/view/55420778?trk=jserp_job_details_text,Singapore,"Aug 3, 2015"
